ID,Timestamp,,Car_count,compare_left,compare_opp,compare_right,predicted_count,decision,
7348,28-09-2020 02:27,,10,-1,1,1,,,
7349,28-09-2020 02:28,,10,1,-1,1,,,
7350,28-09-2020 02:29,,14,1,1,-1,,,
7351,28-09-2020 02:30,,12,-1,1,1,,,
7352,28-09-2020 02:31,,10,1,-1,1,,,
7353,28-09-2020 02:32,,14,1,1,-1,,,
7354,28-09-2020 02:33,,10,-1,1,1,,,
7355,28-09-2020 02:34,,12,1,-1,1,,,
7356,28-09-2020 02:35,,15,1,1,-1,,,
7357,28-09-2020 02:36,,11,-1,1,1,,,
7358,28-09-2020 02:37,,10,1,-1,1,,,
7359,28-09-2020 02:38,,15,1,1,-1,,,
7360,28-09-2020 02:39,,14,-1,1,1,,,
7361,28-09-2020 02:40,,10,1,-1,1,,,
7362,28-09-2020 02:41,,13,1,1,-1,,,
7363,28-09-2020 02:42,,10,-1,1,1,,,
7364,28-09-2020 02:43,,10,1,-1,1,,,
7365,28-09-2020 02:44,,10,1,1,-1,,,
7366,28-09-2020 02:45,,12,-1,1,1,,,
7367,28-09-2020 02:46,,13,1,-1,1,,,
7368,28-09-2020 02:47,,11,1,1,-1,,,
7369,28-09-2020 02:48,,13,-1,1,1,,,
7370,28-09-2020 02:49,,14,1,-1,1,,,
7371,28-09-2020 02:50,,11,1,1,-1,,,
7372,28-09-2020 02:51,,14,-1,1,1,,,
7373,28-09-2020 02:52,,10,1,-1,1,,,
7374,28-09-2020 02:53,,15,1,1,-1,,,
7375,28-09-2020 02:54,,14,-1,1,1,,,
7376,28-09-2020 02:55,,15,1,-1,1,,,
7377,28-09-2020 02:56,,13,1,1,-1,,,
7378,28-09-2020 02:57,,14,-1,1,1,,,
7379,28-09-2020 02:58,,14,1,-1,1,,,
7380,28-09-2020 02:59,,11,1,1,-1,,,
7381,28-09-2020 03:00,,14,-1,1,1,,,
7382,28-09-2020 03:01,,15,1,-1,1,,,
7383,28-09-2020 03:02,,13,1,1,-1,,,
7384,28-09-2020 03:03,,12,-1,1,1,,,
7385,28-09-2020 03:04,,15,1,-1,1,,,
7386,28-09-2020 03:05,,14,1,1,-1,,,
7387,28-09-2020 03:06,,13,-1,1,1,,,
7388,28-09-2020 03:07,,12,1,-1,1,,,
7389,28-09-2020 03:08,,14,1,1,-1,,,
7390,28-09-2020 03:09,,13,-1,1,1,,,
7391,28-09-2020 03:10,,12,1,-1,1,,,
7392,28-09-2020 03:11,,11,1,1,-1,,,
7393,28-09-2020 03:12,,14,-1,1,1,,,
7394,28-09-2020 03:13,,10,1,-1,1,,,
7395,28-09-2020 03:14,,11,1,1,-1,,,
7396,28-09-2020 03:15,,11,-1,1,1,,,
7397,28-09-2020 03:16,,14,1,-1,1,,,
7398,28-09-2020 03:17,,14,1,1,-1,,,
7399,28-09-2020 03:18,,15,-1,1,1,,,
7400,28-09-2020 03:19,,11,1,-1,1,,,
7401,28-09-2020 03:20,,15,1,1,-1,,,
7402,28-09-2020 03:21,,12,-1,1,1,,,
7403,28-09-2020 03:22,,11,1,-1,1,,,
7404,28-09-2020 03:23,,14,1,1,-1,,,
7405,28-09-2020 03:24,,12,-1,1,1,,,
7406,28-09-2020 03:25,,12,1,-1,1,,,
7407,28-09-2020 03:26,,10,1,1,-1,,,
7408,28-09-2020 03:27,,12,-1,1,1,,,
7409,28-09-2020 03:28,,14,1,-1,1,,,
7410,28-09-2020 03:29,,14,1,1,-1,,,
7411,28-09-2020 03:30,,13,-1,1,1,,,
7412,28-09-2020 03:31,,10,1,-1,1,,,
7413,28-09-2020 03:32,,14,1,1,-1,,,
7414,28-09-2020 03:33,,14,-1,1,1,,,
7415,28-09-2020 03:34,,11,1,-1,1,,,
7416,28-09-2020 03:35,,12,1,1,-1,,,
7417,28-09-2020 03:36,,14,-1,1,1,,,
7418,28-09-2020 03:37,,10,1,-1,1,,,
7419,28-09-2020 03:38,,15,1,1,-1,,,
7420,28-09-2020 03:39,,11,-1,1,1,,,
7421,28-09-2020 03:40,,13,1,-1,1,,,
7422,28-09-2020 03:41,,10,1,1,-1,,,
7423,28-09-2020 03:42,,11,-1,1,1,,,
7424,28-09-2020 03:43,,10,1,-1,1,,,
7425,28-09-2020 03:44,,14,1,1,-1,,,
7426,28-09-2020 03:45,,13,-1,1,1,,,
7427,28-09-2020 03:46,,11,1,-1,1,,,
7428,28-09-2020 03:47,,13,1,1,-1,,,
7429,28-09-2020 03:48,,14,-1,1,1,,,
7430,28-09-2020 03:49,,10,1,-1,1,,,
7431,28-09-2020 03:50,,14,1,1,-1,,,
7432,28-09-2020 03:51,,15,-1,1,1,,,
7433,28-09-2020 03:52,,15,1,-1,1,,,
7434,28-09-2020 03:53,,15,1,1,-1,,,
7435,28-09-2020 03:54,,14,-1,1,1,,,
7436,28-09-2020 03:55,,15,1,-1,1,,,
7437,28-09-2020 03:56,,10,1,1,-1,,,
7438,28-09-2020 03:57,,15,-1,1,1,,,
7439,28-09-2020 03:58,,11,1,-1,1,,,
7440,28-09-2020 03:59,,13,1,1,-1,,,
7441,28-09-2020 04:00,,13,-1,1,1,,,
7442,28-09-2020 04:01,,14,1,-1,1,,,
7443,28-09-2020 04:02,,15,1,1,-1,,,
7444,28-09-2020 04:03,,13,-1,1,1,,,
7445,28-09-2020 04:04,,13,1,-1,1,,,
7446,28-09-2020 04:05,,14,1,1,-1,,,
7447,28-09-2020 04:06,,15,-1,1,1,,,
7448,28-09-2020 04:07,,13,1,-1,1,,,
7449,28-09-2020 04:08,,13,1,1,-1,,,
7450,28-09-2020 04:09,,11,-1,1,1,,,
7451,28-09-2020 04:10,,12,1,-1,1,,,
7452,28-09-2020 04:11,,15,1,1,-1,,,
7453,28-09-2020 04:12,,10,-1,1,1,,,
7454,28-09-2020 04:13,,10,1,-1,1,,,
7455,28-09-2020 04:14,,10,1,1,-1,,,
7456,28-09-2020 04:15,,10,-1,1,1,,,
7457,28-09-2020 04:16,,14,1,-1,1,,,
7458,28-09-2020 04:17,,13,1,1,-1,,,
7459,28-09-2020 04:18,,13,-1,1,1,,,
7460,28-09-2020 04:19,,11,1,-1,1,,,
7461,28-09-2020 04:20,,13,1,1,-1,,,
7462,28-09-2020 04:21,,11,-1,1,1,,,
7463,28-09-2020 04:22,,13,1,-1,1,,,
7464,28-09-2020 04:23,,11,1,1,-1,,,
7465,28-09-2020 04:24,,10,-1,1,1,,,
7466,28-09-2020 04:25,,13,1,-1,1,,,
7467,28-09-2020 04:26,,14,1,1,-1,,,
7468,28-09-2020 04:27,,15,-1,1,1,,,
7469,28-09-2020 04:28,,15,1,-1,1,,,
7470,28-09-2020 04:29,,14,1,1,-1,,,
7471,28-09-2020 04:30,,11,-1,1,1,,,
7472,28-09-2020 04:31,,14,1,-1,1,,,
7473,28-09-2020 04:32,,10,1,1,-1,,,
7474,28-09-2020 04:33,,11,-1,1,1,,,
7475,28-09-2020 04:34,,15,1,-1,1,,,
7476,28-09-2020 04:35,,11,1,1,-1,,,
7477,28-09-2020 04:36,,13,-1,1,1,,,
7478,28-09-2020 04:37,,13,1,-1,1,,,
7479,28-09-2020 04:38,,14,1,1,-1,,,
7480,28-09-2020 04:39,,14,-1,1,1,,,
7481,28-09-2020 04:40,,10,1,-1,1,,,
7482,28-09-2020 04:41,,10,1,1,-1,,,
7483,28-09-2020 04:42,,13,-1,1,1,,,
7484,28-09-2020 04:43,,14,1,-1,1,,,
7485,28-09-2020 04:44,,10,1,1,-1,,,
7486,28-09-2020 04:45,,15,-1,1,1,,,
7487,28-09-2020 04:46,,13,1,-1,1,,,
7488,28-09-2020 04:47,,14,1,1,-1,,,
7489,28-09-2020 04:48,,14,-1,1,1,,,
7490,28-09-2020 04:49,,11,1,-1,1,,,
7491,28-09-2020 04:50,,10,1,1,-1,,,
7492,28-09-2020 04:51,,12,-1,1,1,,,
7493,28-09-2020 04:52,,11,1,-1,1,,,
7494,28-09-2020 04:53,,13,1,1,-1,,,
7495,28-09-2020 04:54,,12,-1,1,1,,,
7496,28-09-2020 04:55,,11,1,-1,1,,,
7497,28-09-2020 04:56,,12,1,1,-1,,,
7498,28-09-2020 04:57,,12,-1,1,1,,,
7499,28-09-2020 04:58,,11,1,-1,1,,,
7500,28-09-2020 04:59,,15,1,1,-1,,,
7501,28-09-2020 05:00,,12,-1,1,1,,,
7502,28-09-2020 05:01,,14,1,-1,1,,,
7503,28-09-2020 05:02,,13,1,1,-1,,,
7504,28-09-2020 05:03,,12,-1,1,1,,,
7505,28-09-2020 05:04,,13,1,-1,1,,,
7506,28-09-2020 05:05,,15,1,1,-1,,,
7507,28-09-2020 05:06,,13,-1,1,1,,,
7508,28-09-2020 05:07,,15,1,-1,1,,,
7509,28-09-2020 05:08,,15,1,1,-1,,,
7510,28-09-2020 05:09,,15,-1,1,1,,,
7511,28-09-2020 05:10,,13,1,-1,1,,,
7512,28-09-2020 05:11,,15,1,1,-1,,,
7513,28-09-2020 05:12,,12,-1,1,1,,,
7514,28-09-2020 05:13,,13,1,-1,1,,,
7515,28-09-2020 05:14,,14,1,1,-1,,,
7516,28-09-2020 05:15,,15,-1,1,1,,,
7517,28-09-2020 05:16,,14,1,-1,1,,,
7518,28-09-2020 05:17,,15,1,1,-1,,,
7519,28-09-2020 05:18,,13,-1,1,1,,,
7520,28-09-2020 05:19,,14,1,-1,1,,,
7521,28-09-2020 05:20,,12,1,1,-1,,,
7522,28-09-2020 05:21,,12,-1,1,1,,,
7523,28-09-2020 05:22,,14,1,-1,1,,,
7524,28-09-2020 05:23,,15,1,1,-1,,,
7525,28-09-2020 05:24,,14,-1,1,1,,,
7526,28-09-2020 05:25,,14,1,-1,1,,,
7527,28-09-2020 05:26,,12,1,1,-1,,,
7528,28-09-2020 05:27,,13,-1,1,1,,,
7529,28-09-2020 05:28,,12,1,-1,1,,,
7530,28-09-2020 05:29,,14,1,1,-1,,,
7531,28-09-2020 05:30,,13,-1,1,1,,,
7532,28-09-2020 05:31,,15,1,-1,1,,,
7533,28-09-2020 05:32,,13,1,1,-1,,,
7534,28-09-2020 05:33,,12,-1,1,1,,,
7535,28-09-2020 05:34,,12,1,-1,1,,,
7536,28-09-2020 05:35,,14,1,1,-1,,,
7537,28-09-2020 05:36,,12,-1,1,1,,,
7538,28-09-2020 05:37,,14,1,-1,1,,,
7539,28-09-2020 05:38,,15,1,1,-1,,,
7540,28-09-2020 05:39,,13,-1,1,1,,,
7541,28-09-2020 05:40,,15,1,-1,1,,,
7542,28-09-2020 05:41,,12,1,1,-1,,,
7543,28-09-2020 05:42,,13,-1,1,1,,,
7544,28-09-2020 05:43,,13,1,-1,1,,,
7545,28-09-2020 05:44,,13,1,1,-1,,,
7546,28-09-2020 05:45,,13,-1,1,1,,,
7547,28-09-2020 05:46,,12,1,-1,1,,,
7548,28-09-2020 05:47,,12,1,1,-1,,,
7549,28-09-2020 05:48,,13,-1,1,1,,,
7550,28-09-2020 05:49,,15,1,-1,1,,,
7551,28-09-2020 05:50,,13,1,1,-1,,,
7552,28-09-2020 05:51,,14,-1,1,1,,,
7553,28-09-2020 05:52,,13,1,-1,1,,,
7554,28-09-2020 05:53,,14,1,1,-1,,,
7555,28-09-2020 05:54,,14,-1,1,1,,,
7556,28-09-2020 05:55,,15,1,-1,1,,,
7557,28-09-2020 05:56,,13,1,1,-1,,,
7558,28-09-2020 05:57,,15,-1,1,1,,,
7559,28-09-2020 05:58,,15,1,-1,1,,,
7560,28-09-2020 05:59,,14,1,1,-1,,,
7561,28-09-2020 06:00,,14,-1,1,1,,,
7562,28-09-2020 06:01,,12,1,-1,1,,,
7563,28-09-2020 06:02,,14,1,1,-1,,,
7564,28-09-2020 06:03,,13,-1,1,1,,,
7565,28-09-2020 06:04,,14,1,-1,1,,,
7566,28-09-2020 06:05,,15,1,1,-1,,,
7567,28-09-2020 06:06,,12,-1,1,1,,,
7568,28-09-2020 06:07,,13,1,-1,1,,,
7569,28-09-2020 06:08,,12,1,1,-1,,,
7570,28-09-2020 06:09,,14,-1,1,1,,,
7571,28-09-2020 06:10,,15,1,-1,1,,,
7572,28-09-2020 06:11,,15,1,1,-1,,,
7573,28-09-2020 06:12,,19,-1,1,1,,,
7574,28-09-2020 06:13,,15,1,-1,1,,,
7575,28-09-2020 06:14,,14,1,1,-1,,,
7576,28-09-2020 06:15,,17,-1,1,1,,,
7577,28-09-2020 06:16,,17,1,-1,1,,,
7578,28-09-2020 06:17,,20,1,1,-1,,,
7579,28-09-2020 06:18,,16,-1,1,1,,,
7580,28-09-2020 06:19,,17,1,-1,1,,,
7581,28-09-2020 06:20,,20,1,1,-1,,,
7582,28-09-2020 06:21,,16,-1,1,1,,,
7583,28-09-2020 06:22,,16,1,-1,1,,,
7584,28-09-2020 06:23,,18,1,1,-1,,,
7585,28-09-2020 06:24,,17,-1,1,1,,,
7586,28-09-2020 06:25,,16,1,-1,1,,,
7587,28-09-2020 06:26,,20,1,1,-1,,,
7588,28-09-2020 06:27,,20,-1,1,1,,,
7589,28-09-2020 06:28,,16,1,-1,1,,,
7590,28-09-2020 06:29,,17,1,1,-1,,,
7591,28-09-2020 06:30,,15,-1,1,1,,,
7592,28-09-2020 06:31,,16,1,-1,1,,,
7593,28-09-2020 06:32,,16,1,1,-1,,,
7594,28-09-2020 06:33,,19,-1,1,1,,,
7595,28-09-2020 06:34,,19,1,-1,1,,,
7596,28-09-2020 06:35,,19,1,1,-1,,,
7597,28-09-2020 06:36,,18,-1,1,1,,,
7598,28-09-2020 06:37,,14,1,-1,1,,,
7599,28-09-2020 06:38,,14,1,1,-1,,,
7600,28-09-2020 06:39,,16,-1,1,1,,,
7601,28-09-2020 06:40,,18,1,-1,1,,,
7602,28-09-2020 06:41,,16,1,1,-1,,,
7603,28-09-2020 06:42,,14,-1,1,1,,,
7604,28-09-2020 06:43,,14,1,-1,1,,,
7605,28-09-2020 06:44,,18,1,1,-1,,,
7606,28-09-2020 06:45,,20,-1,1,1,,,
7607,28-09-2020 06:46,,19,1,-1,1,,,
7608,28-09-2020 06:47,,20,1,1,-1,,,
7609,28-09-2020 06:48,,18,-1,1,1,,,
7610,28-09-2020 06:49,,20,1,-1,1,,,
7611,28-09-2020 06:50,,16,1,1,-1,,,
7612,28-09-2020 06:51,,16,-1,1,1,,,
7613,28-09-2020 06:52,,20,1,-1,1,,,
7614,28-09-2020 06:53,,20,1,1,-1,,,
7615,28-09-2020 06:54,,16,-1,1,1,,,
7616,28-09-2020 06:55,,19,1,-1,1,,,
7617,28-09-2020 06:56,,17,1,1,-1,,,
7618,28-09-2020 06:57,,16,-1,1,1,,,
7619,28-09-2020 06:58,,15,1,-1,1,,,
7620,28-09-2020 06:59,,19,1,1,-1,,,
7621,28-09-2020 07:00,,16,-1,1,1,,,
7622,28-09-2020 07:01,,19,1,-1,1,,,
7623,28-09-2020 07:02,,20,1,1,-1,,,
7624,28-09-2020 07:03,,17,-1,1,1,,,
7625,28-09-2020 07:04,,19,1,-1,1,,,
7626,28-09-2020 07:05,,17,1,1,-1,,,
7627,28-09-2020 07:06,,14,-1,1,1,,,
7628,28-09-2020 07:07,,17,1,-1,1,,,
7629,28-09-2020 07:08,,19,1,1,-1,,,
7630,28-09-2020 07:09,,16,-1,1,1,,,
7631,28-09-2020 07:10,,15,1,-1,1,,,
7632,28-09-2020 07:11,,19,1,1,-1,,,
7633,28-09-2020 07:12,,20,-1,1,1,,,
7634,28-09-2020 07:13,,20,1,-1,1,,,
7635,28-09-2020 07:14,,15,1,1,-1,,,
7636,28-09-2020 07:15,,14,-1,1,1,,,
7637,28-09-2020 07:16,,14,1,-1,1,,,
7638,28-09-2020 07:17,,19,1,1,-1,,,
7639,28-09-2020 07:18,,16,-1,1,1,,,
7640,28-09-2020 07:19,,16,1,-1,1,,,
7641,28-09-2020 07:20,,18,1,1,-1,,,
7642,28-09-2020 07:21,,15,-1,1,1,,,
7643,28-09-2020 07:22,,15,1,-1,1,,,
7644,28-09-2020 07:23,,16,1,1,-1,,,
7645,28-09-2020 07:24,,17,-1,1,1,,,
7646,28-09-2020 07:25,,20,1,-1,1,,,
7647,28-09-2020 07:26,,20,1,1,-1,,,
7648,28-09-2020 07:27,,19,-1,1,1,,,
7649,28-09-2020 07:28,,17,1,-1,1,,,
7650,28-09-2020 07:29,,17,1,1,-1,,,
7651,28-09-2020 07:30,,20,-1,1,1,,,
7652,28-09-2020 07:31,,15,1,-1,1,,,
7653,28-09-2020 07:32,,20,1,1,-1,,,
7654,28-09-2020 07:33,,14,-1,1,1,,,
7655,28-09-2020 07:34,,18,1,-1,1,,,
7656,28-09-2020 07:35,,20,1,1,-1,,,
7657,28-09-2020 07:36,,19,-1,1,1,,,
7658,28-09-2020 07:37,,15,1,-1,1,,,
7659,28-09-2020 07:38,,17,1,1,-1,,,
7660,28-09-2020 07:39,,20,-1,1,1,,,
7661,28-09-2020 07:40,,20,1,-1,1,,,
7662,28-09-2020 07:41,,18,1,1,-1,,,
7663,28-09-2020 07:42,,19,-1,1,1,,,
7664,28-09-2020 07:43,,19,1,-1,1,,,
7665,28-09-2020 07:44,,16,1,1,-1,,,
7666,28-09-2020 07:45,,17,-1,1,1,,,
7667,28-09-2020 07:46,,15,1,-1,1,,,
7668,28-09-2020 07:47,,18,1,1,-1,,,
7669,28-09-2020 07:48,,14,-1,1,1,,,
7670,28-09-2020 07:49,,19,1,-1,1,,,
7671,28-09-2020 07:50,,20,1,1,-1,,,
7672,28-09-2020 07:51,,16,-1,1,1,,,
7673,28-09-2020 07:52,,15,1,-1,1,,,
7674,28-09-2020 07:53,,19,1,1,-1,,,
7675,28-09-2020 07:54,,19,-1,1,1,,,
7676,28-09-2020 07:55,,15,1,-1,1,,,
7677,28-09-2020 07:56,,14,1,1,-1,,,
7678,28-09-2020 07:57,,16,-1,1,1,,,
7679,28-09-2020 07:58,,14,1,-1,1,,,
7680,28-09-2020 07:59,,15,1,1,-1,,,
7681,28-09-2020 08:00,,13,-1,1,1,,,
7682,28-09-2020 08:01,,16,1,-1,1,,,
7683,28-09-2020 08:02,,14,1,1,-1,,,
7684,28-09-2020 08:03,,20,-1,1,1,,,
7685,28-09-2020 08:04,,16,1,-1,1,,,
7686,28-09-2020 08:05,,16,1,1,-1,,,
7687,28-09-2020 08:06,,13,-1,1,1,,,
7688,28-09-2020 08:07,,22,1,-1,1,,,
7689,28-09-2020 08:08,,17,1,1,-1,,,
7690,28-09-2020 08:09,,12,-1,1,1,,,
7691,28-09-2020 08:10,,12,1,-1,1,,,
7692,28-09-2020 08:11,,14,1,1,-1,,,
7693,28-09-2020 08:12,,15,-1,1,1,,,
7694,28-09-2020 08:13,,22,1,-1,1,,,
7695,28-09-2020 08:14,,20,1,1,-1,,,
7696,28-09-2020 08:15,,22,-1,1,1,,,
7697,28-09-2020 08:16,,18,1,-1,1,,,
7698,28-09-2020 08:17,,14,1,1,-1,,,
7699,28-09-2020 08:18,,14,-1,1,1,,,
7700,28-09-2020 08:19,,22,1,-1,1,,,
7701,28-09-2020 08:20,,12,1,1,-1,,,
7702,28-09-2020 08:21,,21,-1,1,1,,,
7703,28-09-2020 08:22,,14,1,-1,1,,,
7704,28-09-2020 08:23,,21,1,1,-1,,,
7705,28-09-2020 08:24,,19,-1,1,1,,,
7706,28-09-2020 08:25,,15,1,-1,1,,,
7707,28-09-2020 08:26,,18,1,1,-1,,,
7708,28-09-2020 08:27,,19,-1,1,1,,,
7709,28-09-2020 08:28,,15,1,-1,1,,,
7710,28-09-2020 08:29,,21,1,1,-1,,,
7711,28-09-2020 08:30,,22,-1,1,1,,,
7712,28-09-2020 08:31,,20,1,-1,1,,,
7713,28-09-2020 08:32,,15,1,1,-1,,,
7714,28-09-2020 08:33,,21,-1,1,1,,,
7715,28-09-2020 08:34,,19,1,-1,1,,,
7716,28-09-2020 08:35,,18,1,1,-1,,,
7717,28-09-2020 08:36,,21,-1,1,1,,,
7718,28-09-2020 08:37,,14,1,-1,1,,,
7719,28-09-2020 08:38,,18,1,1,-1,,,
7720,28-09-2020 08:39,,15,-1,1,1,,,
7721,28-09-2020 08:40,,20,1,-1,1,,,
7722,28-09-2020 08:41,,21,1,1,-1,,,
7723,28-09-2020 08:42,,21,-1,1,1,,,
7724,28-09-2020 08:43,,15,1,-1,1,,,
7725,28-09-2020 08:44,,21,1,1,-1,,,
7726,28-09-2020 08:45,,21,-1,1,1,,,
7727,28-09-2020 08:46,,12,1,-1,1,,,
7728,28-09-2020 08:47,,16,1,1,-1,,,
7729,28-09-2020 08:48,,14,-1,1,1,,,
7730,28-09-2020 08:49,,21,1,-1,1,,,
7731,28-09-2020 08:50,,15,1,1,-1,,,
7732,28-09-2020 08:51,,16,-1,1,1,,,
7733,28-09-2020 08:52,,20,1,-1,1,,,
7734,28-09-2020 08:53,,21,1,1,-1,,,
7735,28-09-2020 08:54,,21,-1,1,1,,,
7736,28-09-2020 08:55,,17,1,-1,1,,,
7737,28-09-2020 08:56,,21,1,1,-1,,,
7738,28-09-2020 08:57,,13,-1,1,1,,,
7739,28-09-2020 08:58,,20,1,-1,1,,,
7740,28-09-2020 08:59,,19,1,1,-1,,,
7741,28-09-2020 09:00,,22,-1,1,1,,,
7742,28-09-2020 09:01,,15,1,-1,1,,,
7743,28-09-2020 09:02,,22,1,1,-1,,,
7744,28-09-2020 09:03,,21,-1,1,1,,,
7745,28-09-2020 09:04,,21,1,-1,1,,,
7746,28-09-2020 09:05,,15,1,1,-1,,,
7747,28-09-2020 09:06,,12,-1,1,1,,,
7748,28-09-2020 09:07,,12,1,-1,1,,,
7749,28-09-2020 09:08,,12,1,1,-1,,,
7750,28-09-2020 09:09,,14,-1,1,1,,,
7751,28-09-2020 09:10,,21,1,-1,1,,,
7752,28-09-2020 09:11,,22,1,1,-1,,,
7753,28-09-2020 09:12,,14,-1,1,1,,,
7754,28-09-2020 09:13,,12,1,-1,1,,,
7755,28-09-2020 09:14,,14,1,1,-1,,,
7756,28-09-2020 09:15,,22,-1,1,1,,,
7757,28-09-2020 09:16,,12,1,-1,1,,,
7758,28-09-2020 09:17,,19,1,1,-1,,,
7759,28-09-2020 09:18,,20,-1,1,1,,,
7760,28-09-2020 09:19,,18,1,-1,1,,,
7761,28-09-2020 09:20,,14,1,1,-1,,,
7762,28-09-2020 09:21,,16,-1,1,1,,,
7763,28-09-2020 09:22,,14,1,-1,1,,,
7764,28-09-2020 09:23,,19,1,1,-1,,,
7765,28-09-2020 09:24,,22,-1,1,1,,,
7766,28-09-2020 09:25,,18,1,-1,1,,,
7767,28-09-2020 09:26,,14,1,1,-1,,,
7768,28-09-2020 09:27,,18,-1,1,1,,,
7769,28-09-2020 09:28,,15,1,-1,1,,,
7770,28-09-2020 09:29,,15,1,1,-1,,,
7771,28-09-2020 09:30,,15,-1,1,1,,,
7772,28-09-2020 09:31,,22,1,-1,1,,,
7773,28-09-2020 09:32,,12,1,1,-1,,,
7774,28-09-2020 09:33,,14,-1,1,1,,,
7775,28-09-2020 09:34,,22,1,-1,1,,,
7776,28-09-2020 09:35,,20,1,1,-1,,,
7777,28-09-2020 09:36,,13,-1,1,1,,,
7778,28-09-2020 09:37,,13,1,-1,1,,,
7779,28-09-2020 09:38,,15,1,1,-1,,,
7780,28-09-2020 09:39,,17,-1,1,1,,,
7781,28-09-2020 09:40,,20,1,-1,1,,,
7782,28-09-2020 09:41,,22,1,1,-1,,,
7783,28-09-2020 09:42,,12,-1,1,1,,,
7784,28-09-2020 09:43,,14,1,-1,1,,,
7785,28-09-2020 09:44,,18,1,1,-1,,,
7786,28-09-2020 09:45,,13,-1,1,1,,,
7787,28-09-2020 09:46,,13,1,-1,1,,,
7788,28-09-2020 09:47,,19,1,1,-1,,,
7789,28-09-2020 09:48,,16,-1,1,1,,,
7790,28-09-2020 09:49,,13,1,-1,1,,,
7791,28-09-2020 09:50,,22,1,1,-1,,,
7792,28-09-2020 09:51,,12,-1,1,1,,,
7793,28-09-2020 09:52,,18,1,-1,1,,,
7794,28-09-2020 09:53,,20,1,1,-1,,,
7795,28-09-2020 09:54,,14,-1,1,1,,,
7796,28-09-2020 09:55,,21,1,-1,1,,,
7797,28-09-2020 09:56,,12,1,1,-1,,,
7798,28-09-2020 09:57,,16,-1,1,1,,,
7799,28-09-2020 09:58,,14,1,-1,1,,,
7800,28-09-2020 09:59,,17,1,1,-1,,,
7801,28-09-2020 10:00,,18,-1,1,1,,,
7802,28-09-2020 10:01,,20,1,-1,1,,,
7803,28-09-2020 10:02,,24,1,1,-1,,,
7804,28-09-2020 10:03,,18,-1,1,1,,,
7805,28-09-2020 10:04,,20,1,-1,1,,,
7806,28-09-2020 10:05,,21,1,1,-1,,,
7807,28-09-2020 10:06,,20,-1,1,1,,,
7808,28-09-2020 10:07,,24,1,-1,1,,,
7809,28-09-2020 10:08,,21,1,1,-1,,,
7810,28-09-2020 10:09,,18,-1,1,1,,,
7811,28-09-2020 10:10,,22,1,-1,1,,,
7812,28-09-2020 10:11,,23,1,1,-1,,,
7813,28-09-2020 10:12,,25,-1,1,1,,,
7814,28-09-2020 10:13,,15,1,-1,1,,,
7815,28-09-2020 10:14,,23,1,1,-1,,,
7816,28-09-2020 10:15,,17,-1,1,1,,,
7817,28-09-2020 10:16,,21,1,-1,1,,,
7818,28-09-2020 10:17,,15,1,1,-1,,,
7819,28-09-2020 10:18,,16,-1,1,1,,,
7820,28-09-2020 10:19,,24,1,-1,1,,,
7821,28-09-2020 10:20,,21,1,1,-1,,,
7822,28-09-2020 10:21,,20,-1,1,1,,,
7823,28-09-2020 10:22,,24,1,-1,1,,,
7824,28-09-2020 10:23,,23,1,1,-1,,,
7825,28-09-2020 10:24,,20,-1,1,1,,,
7826,28-09-2020 10:25,,24,1,-1,1,,,
7827,28-09-2020 10:26,,24,1,1,-1,,,
7828,28-09-2020 10:27,,24,-1,1,1,,,
7829,28-09-2020 10:28,,16,1,-1,1,,,
7830,28-09-2020 10:29,,20,1,1,-1,,,
7831,28-09-2020 10:30,,21,-1,1,1,,,
7832,28-09-2020 10:31,,19,1,-1,1,,,
7833,28-09-2020 10:32,,22,1,1,-1,,,
7834,28-09-2020 10:33,,21,-1,1,1,,,
7835,28-09-2020 10:34,,18,1,-1,1,,,
7836,28-09-2020 10:35,,23,1,1,-1,,,
7837,28-09-2020 10:36,,16,-1,1,1,,,
7838,28-09-2020 10:37,,21,1,-1,1,,,
7839,28-09-2020 10:38,,21,1,1,-1,,,
7840,28-09-2020 10:39,,21,-1,1,1,,,
7841,28-09-2020 10:40,,17,1,-1,1,,,
7842,28-09-2020 10:41,,17,1,1,-1,,,
7843,28-09-2020 10:42,,18,-1,1,1,,,
7844,28-09-2020 10:43,,21,1,-1,1,,,
7845,28-09-2020 10:44,,24,1,1,-1,,,
7846,28-09-2020 10:45,,17,-1,1,1,,,
7847,28-09-2020 10:46,,25,1,-1,1,,,
7848,28-09-2020 10:47,,23,1,1,-1,,,
7849,28-09-2020 10:48,,20,-1,1,1,,,
7850,28-09-2020 10:49,,16,1,-1,1,,,
7851,28-09-2020 10:50,,16,1,1,-1,,,
7852,28-09-2020 10:51,,21,-1,1,1,,,
7853,28-09-2020 10:52,,20,1,-1,1,,,
7854,28-09-2020 10:53,,22,1,1,-1,,,
7855,28-09-2020 10:54,,25,-1,1,1,,,
7856,28-09-2020 10:55,,15,1,-1,1,,,
7857,28-09-2020 10:56,,18,1,1,-1,,,
7858,28-09-2020 10:57,,18,-1,1,1,,,
7859,28-09-2020 10:58,,24,1,-1,1,,,
7860,28-09-2020 10:59,,21,1,1,-1,,,
7861,28-09-2020 11:00,,21,-1,1,1,,,
7862,28-09-2020 11:01,,16,1,-1,1,,,
7863,28-09-2020 11:02,,23,1,1,-1,,,
7864,28-09-2020 11:03,,21,-1,1,1,,,
