ID,Date,Timestamp,Day_of_week,Car_count,compare_left,compare_opp,compare_right,predicted_count,decision,
11229,2020-09-29,19.09,0,,1,1,-1,,,
11230,2020-09-29,19.1,0,,-1,1,1,,,
11231,2020-09-29,19.11,0,,1,-1,1,,,
11232,2020-09-29,19.12,0,,1,1,-1,,,
11233,2020-09-29,19.13,0,,-1,1,1,,,
11234,2020-09-29,19.14,0,,1,-1,1,,,
11235,2020-09-29,19.15,0,,1,1,-1,,,
11236,2020-09-29,19.16,0,,-1,1,1,,,
11237,2020-09-29,19.17,0,,1,-1,1,,,
11238,2020-09-29,19.18,0,,1,1,-1,,,
11239,2020-09-29,19.19,0,,-1,1,1,,,
11240,2020-09-29,19.2,0,,1,-1,1,,,
11241,2020-09-29,19.21,0,,1,1,-1,,,
11242,2020-09-29,19.22,0,,-1,1,1,,,
11243,2020-09-29,19.23,0,,1,-1,1,,,
11244,2020-09-29,19.24,0,,1,1,-1,,,
11245,2020-09-29,19.25,0,,-1,1,1,,,
11246,2020-09-29,19.26,0,,1,-1,1,,,
11247,2020-09-29,19.27,0,,1,1,-1,,,
11248,2020-09-29,19.28,0,,-1,1,1,,,
11249,2020-09-29,19.29,0,,1,-1,1,,,
11250,2020-09-29,19.3,0,,1,1,-1,,,
11251,2020-09-29,19.31,0,,-1,1,1,,,
11252,2020-09-29,19.32,0,,1,-1,1,,,
11253,2020-09-29,19.33,0,,1,1,-1,,,
11254,2020-09-29,19.34,0,,-1,1,1,,,
11255,2020-09-29,19.35,0,,1,-1,1,,,
11256,2020-09-29,19.36,0,,1,1,-1,,,
11257,2020-09-29,19.37,0,,-1,1,1,,,
11258,2020-09-29,19.38,0,,1,-1,1,,,
11259,2020-09-29,19.39,0,,1,1,-1,,,
11260,2020-09-29,19.4,0,,-1,1,1,,,
11261,2020-09-29,19.41,0,,1,-1,1,,,
11262,2020-09-29,19.42,0,,1,1,-1,,,
11263,2020-09-29,19.43,0,,-1,1,1,,,
11264,2020-09-29,19.44,0,,1,-1,1,,,
11265,2020-09-29,19.45,0,,1,1,-1,,,
11266,2020-09-29,19.46,0,,-1,1,1,,,
11267,2020-09-29,19.47,0,,1,-1,1,,,
11268,2020-09-29,19.48,0,,1,1,-1,,,
11269,2020-09-29,19.49,0,,-1,1,1,,,
11270,2020-09-29,19.5,0,,1,-1,1,,,
11271,2020-09-29,19.51,0,,1,1,-1,,,
11272,2020-09-29,19.52,0,,-1,1,1,,,
11273,2020-09-29,19.53,0,,1,-1,1,,,
11274,2020-09-29,19.54,0,,1,1,-1,,,
11275,2020-09-29,19.55,0,,-1,1,1,,,
11276,2020-09-29,19.56,0,,1,-1,1,,,
11277,2020-09-29,19.57,0,,1,1,-1,,,
11278,2020-09-29,19.58,0,,-1,1,1,,,
11279,2020-09-29,19.59,0,,1,-1,1,,,
11280,2020-09-29,20,0,,1,1,-1,,,
11281,2020-09-29,20.01,0,,-1,1,1,,,
11282,2020-09-29,20.02,0,,1,-1,1,,,
11283,2020-09-29,20.03,0,,1,1,-1,,,
11284,2020-09-29,20.04,0,,-1,1,1,,,
11285,2020-09-29,20.05,0,,1,-1,1,,,
11286,2020-09-29,20.06,0,,1,1,-1,,,
11287,2020-09-29,20.07,0,,-1,1,1,,,
11288,2020-09-29,20.08,0,,1,-1,1,,,
11289,2020-09-29,20.09,0,,1,1,-1,,,
11290,2020-09-29,20.1,0,,-1,1,1,,,
11291,2020-09-29,20.11,0,,1,-1,1,,,
11292,2020-09-29,20.12,0,,1,1,-1,,,
11293,2020-09-29,20.13,0,,-1,1,1,,,
11294,2020-09-29,20.14,0,,1,-1,1,,,
11295,2020-09-29,20.15,0,,1,1,-1,,,
11296,2020-09-29,20.16,0,,-1,1,1,,,
11297,2020-09-29,20.17,0,,1,-1,1,,,
11298,2020-09-29,20.18,0,,1,1,-1,,,
11299,2020-09-29,20.19,0,,-1,1,1,,,
11300,2020-09-29,20.2,0,,1,-1,1,,,
11301,2020-09-29,20.21,0,,1,1,-1,,,
11302,2020-09-29,20.22,0,,-1,1,1,,,
11303,2020-09-29,20.23,0,,1,-1,1,,,
11304,2020-09-29,20.24,0,,1,1,-1,,,
11305,2020-09-29,20.25,0,,-1,1,1,,,
11306,2020-09-29,20.26,0,,1,-1,1,,,
11307,2020-09-29,20.27,0,,1,1,-1,,,
11308,2020-09-29,20.28,0,,-1,1,1,,,
11309,2020-09-29,20.29,0,,1,-1,1,,,
11310,2020-09-29,20.3,0,,1,1,-1,,,
11311,2020-09-29,20.31,0,,-1,1,1,,,
11312,2020-09-29,20.32,0,,1,-1,1,,,
11313,2020-09-29,20.33,0,,1,1,-1,,,
11314,2020-09-29,20.34,0,,-1,1,1,,,
11315,2020-09-29,20.35,0,,1,-1,1,,,
11316,2020-09-29,20.36,0,,1,1,-1,,,
11317,2020-09-29,20.37,0,,-1,1,1,,,
11318,2020-09-29,20.38,0,,1,-1,1,,,
11319,2020-09-29,20.39,0,,1,1,-1,,,
11320,2020-09-29,20.4,0,,-1,1,1,,,
11321,2020-09-29,20.41,0,,1,-1,1,,,
11322,2020-09-29,20.42,0,,1,1,-1,,,
11323,2020-09-29,20.43,0,,-1,1,1,,,
11324,2020-09-29,20.44,0,,1,-1,1,,,
11325,2020-09-29,20.45,0,,1,1,-1,,,
11326,2020-09-29,20.46,0,,-1,1,1,,,
11327,2020-09-29,20.47,0,,1,-1,1,,,
11328,2020-09-29,20.48,0,,1,1,-1,,,
11329,2020-09-29,20.49,0,,-1,1,1,,,
11330,2020-09-29,20.5,0,,1,-1,1,,,
11331,2020-09-29,20.51,0,,1,1,-1,,,
11332,2020-09-29,20.52,0,,-1,1,1,,,
11333,2020-09-29,20.53,0,,1,-1,1,,,
11334,2020-09-29,20.54,0,,1,1,-1,,,
11335,2020-09-29,20.55,0,,-1,1,1,,,
11336,2020-09-29,20.56,0,,1,-1,1,,,
11337,2020-09-29,20.57,0,,1,1,-1,,,
11338,2020-09-29,20.58,0,,-1,1,1,,,
11339,2020-09-29,20.59,0,,1,-1,1,,,
11340,2020-09-29,21,0,,1,1,-1,,,
11341,2020-09-29,21.01,0,,-1,1,1,,,
11342,2020-09-29,21.02,0,,1,-1,1,,,
11343,2020-09-29,21.03,0,,1,1,-1,,,
11344,2020-09-29,21.04,0,,-1,1,1,,,
11345,2020-09-29,21.05,0,,1,-1,1,,,
11346,2020-09-29,21.06,0,,1,1,-1,,,
11347,2020-09-29,21.07,0,,-1,1,1,,,
11348,2020-09-29,21.08,0,,1,-1,1,,,
11349,2020-09-29,21.09,0,,1,1,-1,,,
11350,2020-09-29,21.1,0,,-1,1,1,,,
11351,2020-09-29,21.11,0,,1,-1,1,,,
11352,2020-09-29,21.12,0,,1,1,-1,,,
11353,2020-09-29,21.13,0,,-1,1,1,,,
11354,2020-09-29,21.14,0,,1,-1,1,,,
11355,2020-09-29,21.15,0,,1,1,-1,,,
11356,2020-09-29,21.16,0,,-1,1,1,,,
11357,2020-09-29,21.17,0,,1,-1,1,,,
11358,2020-09-29,21.18,0,,1,1,-1,,,
11359,2020-09-29,21.19,0,,-1,1,1,,,
11360,2020-09-29,21.2,0,,1,-1,1,,,
11361,2020-09-29,21.21,0,,1,1,-1,,,
11362,2020-09-29,21.22,0,,-1,1,1,,,
11363,2020-09-29,21.23,0,,1,-1,1,,,
11364,2020-09-29,21.24,0,,1,1,-1,,,
11365,2020-09-29,21.25,0,,-1,1,1,,,
11366,2020-09-29,21.26,0,,1,-1,1,,,
11367,2020-09-29,21.27,0,,1,1,-1,,,
11368,2020-09-29,21.28,0,,-1,1,1,,,
11369,2020-09-29,21.29,0,,1,-1,1,,,
11370,2020-09-29,21.3,0,,1,1,-1,,,
11371,2020-09-29,21.31,0,,-1,1,1,,,
11372,2020-09-29,21.32,0,,1,-1,1,,,
11373,2020-09-29,21.33,0,,1,1,-1,,,
11374,2020-09-29,21.34,0,,-1,1,1,,,
11375,2020-09-29,21.35,0,,1,-1,1,,,
11376,2020-09-29,21.36,0,,1,1,-1,,,
11377,2020-09-29,21.37,0,,-1,1,1,,,
11378,2020-09-29,21.38,0,,1,-1,1,,,
11379,2020-09-29,21.39,0,,1,1,-1,,,
11380,2020-09-29,21.4,0,,-1,1,1,,,
11381,2020-09-29,21.41,0,,1,-1,1,,,
11382,2020-09-29,21.42,0,,1,1,-1,,,
11383,2020-09-29,21.43,0,,-1,1,1,,,
11384,2020-09-29,21.44,0,,1,-1,1,,,
11385,2020-09-29,21.45,0,,1,1,-1,,,
11386,2020-09-29,21.46,0,,-1,1,1,,,
11387,2020-09-29,21.47,0,,1,-1,1,,,
11388,2020-09-29,21.48,0,,1,1,-1,,,
11389,2020-09-29,21.49,0,,-1,1,1,,,
11390,2020-09-29,21.5,0,,1,-1,1,,,
11391,2020-09-29,21.51,0,,1,1,-1,,,
11392,2020-09-29,21.52,0,,-1,1,1,,,
11393,2020-09-29,21.53,0,,1,-1,1,,,
11394,2020-09-29,21.54,0,,1,1,-1,,,
11395,2020-09-29,21.55,0,,-1,1,1,,,
11396,2020-09-29,21.56,0,,1,-1,1,,,
11397,2020-09-29,21.57,0,,1,1,-1,,,
11398,2020-09-29,21.58,0,,-1,1,1,,,
11399,2020-09-29,21.59,0,,1,-1,1,,,
11400,2020-09-29,22,0,,1,1,-1,,,
11401,2020-09-29,22.01,0,,-1,1,1,,,
11402,2020-09-29,22.02,0,,1,-1,1,,,
11403,2020-09-29,22.03,0,,1,1,-1,,,
11404,2020-09-29,22.04,0,,-1,1,1,,,
11405,2020-09-29,22.05,0,,1,-1,1,,,
11406,2020-09-29,22.06,0,,1,1,-1,,,
11407,2020-09-29,22.07,0,,-1,1,1,,,
11408,2020-09-29,22.08,0,,1,-1,1,,,
11409,2020-09-29,22.09,0,,1,1,-1,,,
11410,2020-09-29,22.1,0,,-1,1,1,,,
11411,2020-09-29,22.11,0,,1,-1,1,,,
11412,2020-09-29,22.12,0,,1,1,-1,,,
11413,2020-09-29,22.13,0,,-1,1,1,,,
11414,2020-09-29,22.14,0,,1,-1,1,,,
11415,2020-09-29,22.15,0,,1,1,-1,,,
11416,2020-09-29,22.16,0,,-1,1,1,,,
11417,2020-09-29,22.17,0,,1,-1,1,,,
11418,2020-09-29,22.18,0,,1,1,-1,,,
11419,2020-09-29,22.19,0,,-1,1,1,,,
11420,2020-09-29,22.2,0,,1,-1,1,,,
11421,2020-09-29,22.21,0,,1,1,-1,,,
11422,2020-09-29,22.22,0,,-1,1,1,,,
11423,2020-09-29,22.23,0,,1,-1,1,,,
11424,2020-09-29,22.24,0,,1,1,-1,,,
11425,2020-09-29,22.25,0,,-1,1,1,,,
11426,2020-09-29,22.26,0,,1,-1,1,,,
11427,2020-09-29,22.27,0,,1,1,-1,,,
11428,2020-09-29,22.28,0,,-1,1,1,,,
11429,2020-09-29,22.29,0,,1,-1,1,,,
11430,2020-09-29,22.3,0,,1,1,-1,,,
11431,2020-09-29,22.31,0,,-1,1,1,,,
11432,2020-09-29,22.32,0,,1,-1,1,,,
11433,2020-09-29,22.33,0,,1,1,-1,,,
11434,2020-09-29,22.34,0,,-1,1,1,,,
11435,2020-09-29,22.35,0,,1,-1,1,,,
11436,2020-09-29,22.36,0,,1,1,-1,,,
11437,2020-09-29,22.37,0,,-1,1,1,,,
11438,2020-09-29,22.38,0,,1,-1,1,,,
11439,2020-09-29,22.39,0,,1,1,-1,,,
11440,2020-09-29,22.4,0,,-1,1,1,,,
11441,2020-09-29,22.41,0,,1,-1,1,,,
11442,2020-09-29,22.42,0,,1,1,-1,,,
11443,2020-09-29,22.43,0,,-1,1,1,,,
11444,2020-09-29,22.44,0,,1,-1,1,,,
11445,2020-09-29,22.45,0,,1,1,-1,,,
11446,2020-09-29,22.46,0,,-1,1,1,,,
11447,2020-09-29,22.47,0,,1,-1,1,,,
11448,2020-09-29,22.48,0,,1,1,-1,,,
11449,2020-09-29,22.49,0,,-1,1,1,,,
11450,2020-09-29,22.5,0,,1,-1,1,,,
11451,2020-09-29,22.51,0,,1,1,-1,,,
11452,2020-09-29,22.52,0,,-1,1,1,,,
11453,2020-09-29,22.53,0,,1,-1,1,,,
11454,2020-09-29,22.54,0,,1,1,-1,,,
11455,2020-09-29,22.55,0,,-1,1,1,,,
11456,2020-09-29,22.56,0,,1,-1,1,,,
11457,2020-09-29,22.57,0,,1,1,-1,,,
11458,2020-09-29,22.58,0,,-1,1,1,,,
11459,2020-09-29,22.59,0,,1,-1,1,,,
11460,2020-09-29,23,0,,1,1,-1,,,
11461,2020-09-29,23.01,0,,-1,1,1,,,
11462,2020-09-29,23.02,0,,1,-1,1,,,
11463,2020-09-29,23.03,0,,1,1,-1,,,
11464,2020-09-29,23.04,0,,-1,1,1,,,
11465,2020-09-29,23.05,0,,1,-1,1,,,
11466,2020-09-29,23.06,0,,1,1,-1,,,
11467,2020-09-29,23.07,0,,-1,1,1,,,
11468,2020-09-29,23.08,0,,1,-1,1,,,
11469,2020-09-29,23.09,0,,1,1,-1,,,
11470,2020-09-29,23.1,0,,-1,1,1,,,
11471,2020-09-29,23.11,0,,1,-1,1,,,
11472,2020-09-29,23.12,0,,1,1,-1,,,
11473,2020-09-29,23.13,0,,-1,1,1,,,
11474,2020-09-29,23.14,0,,1,-1,1,,,
11475,2020-09-29,23.15,0,,1,1,-1,,,
11476,2020-09-29,23.16,0,,-1,1,1,,,
11477,2020-09-29,23.17,0,,1,-1,1,,,
11478,2020-09-29,23.18,0,,1,1,-1,,,
11479,2020-09-29,23.19,0,,-1,1,1,,,
11480,2020-09-29,23.2,0,,1,-1,1,,,
11481,2020-09-29,23.21,0,,1,1,-1,,,
11482,2020-09-29,23.22,0,,-1,1,1,,,
11483,2020-09-29,23.23,0,,1,-1,1,,,
11484,2020-09-29,23.24,0,,1,1,-1,,,
11485,2020-09-29,23.25,0,,-1,1,1,,,
11486,2020-09-29,23.26,0,,1,-1,1,,,
11487,2020-09-29,23.27,0,,1,1,-1,,,
11488,2020-09-29,23.28,0,,-1,1,1,,,
11489,2020-09-29,23.29,0,,1,-1,1,,,
11490,2020-09-29,23.3,0,,1,1,-1,,,
11491,2020-09-29,23.31,0,,-1,1,1,,,
11492,2020-09-29,23.32,0,,1,-1,1,,,
11493,2020-09-29,23.33,0,,1,1,-1,,,
11494,2020-09-29,23.34,0,,-1,1,1,,,
11495,2020-09-29,23.35,0,,1,-1,1,,,
11496,2020-09-29,23.36,0,,1,1,-1,,,
11497,2020-09-29,23.37,0,,-1,1,1,,,
11498,2020-09-29,23.38,0,,1,-1,1,,,
11499,2020-09-29,23.39,0,,1,1,-1,,,
11500,2020-09-29,23.4,0,,-1,1,1,,,
11501,2020-09-29,23.41,0,,1,-1,1,,,
11502,2020-09-29,23.42,0,,1,1,-1,,,
11503,2020-09-29,23.43,0,,-1,1,1,,,
11504,2020-09-29,23.44,0,,1,-1,1,,,
11505,2020-09-29,23.45,0,,1,1,-1,,,
11506,2020-09-29,23.46,0,,-1,1,1,,,
11507,2020-09-29,23.47,0,,1,-1,1,,,
11508,2020-09-29,23.48,0,,1,1,-1,,,
11509,2020-09-29,23.49,0,,-1,1,1,,,
11510,2020-09-29,23.5,0,,1,-1,1,,,
11511,2020-09-29,23.51,0,,1,1,-1,,,
11512,2020-09-29,23.52,0,,-1,1,1,,,
11513,2020-09-29,23.53,0,,1,-1,1,,,
11514,2020-09-29,23.54,0,,1,1,-1,,,
11515,2020-09-29,23.55,0,,-1,1,1,,,
11516,2020-09-29,23.56,0,,1,-1,1,,,
11517,2020-09-29,23.57,0,,1,1,-1,,,
11518,2020-09-29,23.58,0,,-1,1,1,,,
11519,2020-09-29,23.59,0,,1,-1,1,,,
11520,2020-09-29,24,0,,1,1,-1,,,
11521,2020-09-30,0.01,1,,-1,1,1,,,
11522,2020-09-30,0.02,1,,1,-1,1,,,
11523,2020-09-30,0.03,1,,1,1,-1,,,
11524,2020-09-30,0.04,1,,-1,1,1,,,
11525,2020-09-30,0.05,1,,1,-1,1,,,
11526,2020-09-30,0.06,1,,1,1,-1,,,
11527,2020-09-30,0.07,1,,-1,1,1,,,
11528,2020-09-30,0.08,1,,1,-1,1,,,
11529,2020-09-30,0.09,1,,1,1,-1,,,
11530,2020-09-30,0.1,1,,-1,1,1,,,
11531,2020-09-30,0.11,1,,1,-1,1,,,
11532,2020-09-30,0.12,1,,1,1,-1,,,
11533,2020-09-30,0.13,1,,-1,1,1,,,
11534,2020-09-30,0.14,1,,1,-1,1,,,
11535,2020-09-30,0.15,1,,1,1,-1,,,
11536,2020-09-30,0.16,1,,-1,1,1,,,
11537,2020-09-30,0.17,1,,1,-1,1,,,
11538,2020-09-30,0.18,1,,1,1,-1,,,
11539,2020-09-30,0.19,1,,-1,1,1,,,
11540,2020-09-30,0.2,1,,1,-1,1,,,
11541,2020-09-30,0.21,1,,1,1,-1,,,
11542,2020-09-30,0.22,1,,-1,1,1,,,
11543,2020-09-30,0.23,1,,1,-1,1,,,
11544,2020-09-30,0.24,1,,1,1,-1,,,
11545,2020-09-30,0.25,1,,-1,1,1,,,
11546,2020-09-30,0.26,1,,1,-1,1,,,
11547,2020-09-30,0.27,1,,1,1,-1,,,
11548,2020-09-30,0.28,1,,-1,1,1,,,
11549,2020-09-30,0.29,1,,1,-1,1,,,
11550,2020-09-30,0.3,1,,1,1,-1,,,
11551,2020-09-30,0.31,1,,-1,1,1,,,
11552,2020-09-30,0.32,1,,1,-1,1,,,
11553,2020-09-30,0.33,1,,1,1,-1,,,
11554,2020-09-30,0.34,1,,-1,1,1,,,
11555,2020-09-30,0.35,1,,1,-1,1,,,
11556,2020-09-30,0.36,1,,1,1,-1,,,
11557,2020-09-30,0.37,1,,-1,1,1,,,
11558,2020-09-30,0.38,1,,1,-1,1,,,
11559,2020-09-30,0.39,1,,1,1,-1,,,
11560,2020-09-30,0.4,1,,-1,1,1,,,
11561,2020-09-30,0.41,1,,1,-1,1,,,
11562,2020-09-30,0.42,1,,1,1,-1,,,
11563,2020-09-30,0.43,1,,-1,1,1,,,
11564,2020-09-30,0.44,1,,1,-1,1,,,
11565,2020-09-30,0.45,1,,1,1,-1,,,
11566,2020-09-30,0.46,1,,-1,1,1,,,
11567,2020-09-30,0.47,1,,1,-1,1,,,
11568,2020-09-30,0.48,1,,1,1,-1,,,
11569,2020-09-30,0.49,1,,-1,1,1,,,
11570,2020-09-30,0.5,1,,1,-1,1,,,
11571,2020-09-30,0.51,1,,1,1,-1,,,
11572,2020-09-30,0.52,1,,-1,1,1,,,
11573,2020-09-30,0.53,1,,1,-1,1,,,
11574,2020-09-30,0.54,1,,1,1,-1,,,
11575,2020-09-30,0.55,1,,-1,1,1,,,
11576,2020-09-30,0.56,1,,1,-1,1,,,
11577,2020-09-30,0.57,1,,1,1,-1,,,
11578,2020-09-30,0.58,1,,-1,1,1,,,
11579,2020-09-30,0.59,1,,1,-1,1,,,
11580,2020-09-30,1,1,,1,1,-1,,,
11581,2020-09-30,1.01,1,,-1,1,1,,,
11582,2020-09-30,1.02,1,,1,-1,1,,,
11583,2020-09-30,1.03,1,,1,1,-1,,,
11584,2020-09-30,1.04,1,,-1,1,1,,,
11585,2020-09-30,1.05,1,,1,-1,1,,,
11586,2020-09-30,1.06,1,,1,1,-1,,,
11587,2020-09-30,1.07,1,,-1,1,1,,,
11588,2020-09-30,1.08,1,,1,-1,1,,,
11589,2020-09-30,1.09,1,,1,1,-1,,,
11590,2020-09-30,1.1,1,,-1,1,1,,,
11591,2020-09-30,1.11,1,,1,-1,1,,,
11592,2020-09-30,1.12,1,,1,1,-1,,,
11593,2020-09-30,1.13,1,,-1,1,1,,,
11594,2020-09-30,1.14,1,,1,-1,1,,,
11595,2020-09-30,1.15,1,,1,1,-1,,,
11596,2020-09-30,1.16,1,,-1,1,1,,,
11597,2020-09-30,1.17,1,,1,-1,1,,,
11598,2020-09-30,1.18,1,,1,1,-1,,,
11599,2020-09-30,1.19,1,,-1,1,1,,,
11600,2020-09-30,1.2,1,,1,-1,1,,,
11601,2020-09-30,1.21,1,,1,1,-1,,,
11602,2020-09-30,1.22,1,,-1,1,1,,,
11603,2020-09-30,1.23,1,,1,-1,1,,,
11604,2020-09-30,1.24,1,,1,1,-1,,,
11605,2020-09-30,1.25,1,,-1,1,1,,,
11606,2020-09-30,1.26,1,,1,-1,1,,,
11607,2020-09-30,1.27,1,,1,1,-1,,,
11608,2020-09-30,1.28,1,,-1,1,1,,,
11609,2020-09-30,1.29,1,,1,-1,1,,,
11610,2020-09-30,1.3,1,,1,1,-1,,,
11611,2020-09-30,1.31,1,,-1,1,1,,,
11612,2020-09-30,1.32,1,,1,-1,1,,,
11613,2020-09-30,1.33,1,,1,1,-1,,,
11614,2020-09-30,1.34,1,,-1,1,1,,,
11615,2020-09-30,1.35,1,,1,-1,1,,,
11616,2020-09-30,1.36,1,,1,1,-1,,,
11617,2020-09-30,1.37,1,,-1,1,1,,,
11618,2020-09-30,1.38,1,,1,-1,1,,,
11619,2020-09-30,1.39,1,,1,1,-1,,,
11620,2020-09-30,1.4,1,,-1,1,1,,,
11621,2020-09-30,1.41,1,,1,-1,1,,,
11622,2020-09-30,1.42,1,,1,1,-1,,,
11623,2020-09-30,1.43,1,,-1,1,1,,,
11624,2020-09-30,1.44,1,,1,-1,1,,,
11625,2020-09-30,1.45,1,,1,1,-1,,,
11626,2020-09-30,1.46,1,,-1,1,1,,,
11627,2020-09-30,1.47,1,,1,-1,1,,,
11628,2020-09-30,1.48,1,,1,1,-1,,,
11629,2020-09-30,1.49,1,,-1,1,1,,,
11630,2020-09-30,1.5,1,,1,-1,1,,,
11631,2020-09-30,1.51,1,,1,1,-1,,,
11632,2020-09-30,1.52,1,,-1,1,1,,,
11633,2020-09-30,1.53,1,,1,-1,1,,,
11634,2020-09-30,1.54,1,,1,1,-1,,,
11635,2020-09-30,1.55,1,,-1,1,1,,,
11636,2020-09-30,1.56,1,,1,-1,1,,,
11637,2020-09-30,1.57,1,,1,1,-1,,,
11638,2020-09-30,1.58,1,,-1,1,1,,,
11639,2020-09-30,1.59,1,,1,-1,1,,,
11640,2020-09-30,2,1,,1,1,-1,,,
11641,2020-09-30,2.01,1,,-1,1,1,,,
11642,2020-09-30,2.02,1,,1,-1,1,,,
11643,2020-09-30,2.03,1,,1,1,-1,,,
11644,2020-09-30,2.04,1,,-1,1,1,,,
11645,2020-09-30,2.05,1,,1,-1,1,,,
11646,2020-09-30,2.06,1,,1,1,-1,,,
11647,2020-09-30,2.07,1,,-1,1,1,,,
11648,2020-09-30,2.08,1,,1,-1,1,,,
11649,2020-09-30,2.09,1,,1,1,-1,,,
11650,2020-09-30,2.1,1,,-1,1,1,,,
11651,2020-09-30,2.11,1,,1,-1,1,,,
11652,2020-09-30,2.12,1,,1,1,-1,,,
11653,2020-09-30,2.13,1,,-1,1,1,,,
11654,2020-09-30,2.14,1,,1,-1,1,,,
11655,2020-09-30,2.15,1,,1,1,-1,,,
11656,2020-09-30,2.16,1,,-1,1,1,,,
11657,2020-09-30,2.17,1,,1,-1,1,,,
11658,2020-09-30,2.18,1,,1,1,-1,,,
11659,2020-09-30,2.19,1,,-1,1,1,,,
11660,2020-09-30,2.2,1,,1,-1,1,,,
11661,2020-09-30,2.21,1,,1,1,-1,,,
11662,2020-09-30,2.22,1,,-1,1,1,,,
11663,2020-09-30,2.23,1,,1,-1,1,,,
11664,2020-09-30,2.24,1,,1,1,-1,,,
11665,2020-09-30,2.25,1,,-1,1,1,,,
11666,2020-09-30,2.26,1,,1,-1,1,,,
11667,2020-09-30,2.27,1,,1,1,-1,,,
11668,2020-09-30,2.28,1,,-1,1,1,,,
11669,2020-09-30,2.29,1,,1,-1,1,,,
11670,2020-09-30,2.3,1,,1,1,-1,,,
11671,2020-09-30,2.31,1,,-1,1,1,,,
11672,2020-09-30,2.32,1,,1,-1,1,,,
11673,2020-09-30,2.33,1,,1,1,-1,,,
11674,2020-09-30,2.34,1,,-1,1,1,,,
11675,2020-09-30,2.35,1,,1,-1,1,,,
11676,2020-09-30,2.36,1,,1,1,-1,,,
11677,2020-09-30,2.37,1,,-1,1,1,,,
11678,2020-09-30,2.38,1,,1,-1,1,,,
11679,2020-09-30,2.39,1,,1,1,-1,,,
11680,2020-09-30,2.4,1,,-1,1,1,,,
11681,2020-09-30,2.41,1,,1,-1,1,,,
11682,2020-09-30,2.42,1,,1,1,-1,,,
11683,2020-09-30,2.43,1,,-1,1,1,,,
11684,2020-09-30,2.44,1,,1,-1,1,,,
11685,2020-09-30,2.45,1,,1,1,-1,,,
11686,2020-09-30,2.46,1,,-1,1,1,,,
11687,2020-09-30,2.47,1,,1,-1,1,,,
11688,2020-09-30,2.48,1,,1,1,-1,,,
11689,2020-09-30,2.49,1,,-1,1,1,,,
11690,2020-09-30,2.5,1,,1,-1,1,,,
11691,2020-09-30,2.51,1,,1,1,-1,,,
11692,2020-09-30,2.52,1,,-1,1,1,,,
11693,2020-09-30,2.53,1,,1,-1,1,,,
11694,2020-09-30,2.54,1,,1,1,-1,,,
11695,2020-09-30,2.55,1,,-1,1,1,,,
11696,2020-09-30,2.56,1,,1,-1,1,,,
11697,2020-09-30,2.57,1,,1,1,-1,,,
11698,2020-09-30,2.58,1,,-1,1,1,,,
11699,2020-09-30,2.59,1,,1,-1,1,,,
11700,2020-09-30,3,1,,1,1,-1,,,
11701,2020-09-30,3.01,1,,-1,1,1,,,
11702,2020-09-30,3.02,1,,1,-1,1,,,
11703,2020-09-30,3.03,1,,1,1,-1,,,
11704,2020-09-30,3.04,1,,-1,1,1,,,
11705,2020-09-30,3.05,1,,1,-1,1,,,
11706,2020-09-30,3.06,1,,1,1,-1,,,
11707,2020-09-30,3.07,1,,-1,1,1,,,
11708,2020-09-30,3.08,1,,1,-1,1,,,
11709,2020-09-30,3.09,1,,1,1,-1,,,
11710,2020-09-30,3.1,1,,-1,1,1,,,
11711,2020-09-30,3.11,1,,1,-1,1,,,
11712,2020-09-30,3.12,1,,1,1,-1,,,
11713,2020-09-30,3.13,1,,-1,1,1,,,
11714,2020-09-30,3.14,1,,1,-1,1,,,
11715,2020-09-30,3.15,1,,1,1,-1,,,
11716,2020-09-30,3.16,1,,-1,1,1,,,
11717,2020-09-30,3.17,1,,1,-1,1,,,
11718,2020-09-30,3.18,1,,1,1,-1,,,
11719,2020-09-30,3.19,1,,-1,1,1,,,
11720,2020-09-30,3.2,1,,1,-1,1,,,
11721,2020-09-30,3.21,1,,1,1,-1,,,
11722,2020-09-30,3.22,1,,-1,1,1,,,
11723,2020-09-30,3.23,1,,1,-1,1,,,
11724,2020-09-30,3.24,1,,1,1,-1,,,
11725,2020-09-30,3.25,1,,-1,1,1,,,
11726,2020-09-30,3.26,1,,1,-1,1,,,
11727,2020-09-30,3.27,1,,1,1,-1,,,
11728,2020-09-30,3.28,1,,-1,1,1,,,
11729,2020-09-30,3.29,1,,1,-1,1,,,
11730,2020-09-30,3.3,1,,1,1,-1,,,
11731,2020-09-30,3.31,1,,-1,1,1,,,
11732,2020-09-30,3.32,1,,1,-1,1,,,
11733,2020-09-30,3.33,1,,1,1,-1,,,
11734,2020-09-30,3.34,1,,-1,1,1,,,
11735,2020-09-30,3.35,1,,1,-1,1,,,
11736,2020-09-30,3.36,1,,1,1,-1,,,
11737,2020-09-30,3.37,1,,-1,1,1,,,
11738,2020-09-30,3.38,1,,1,-1,1,,,
11739,2020-09-30,3.39,1,,1,1,-1,,,
11740,2020-09-30,3.4,1,,-1,1,1,,,
11741,2020-09-30,3.41,1,,1,-1,1,,,
11742,2020-09-30,3.42,1,,1,1,-1,,,
11743,2020-09-30,3.43,1,,-1,1,1,,,
11744,2020-09-30,3.44,1,,1,-1,1,,,
11745,2020-09-30,3.45,1,,1,1,-1,,,
